3.220000000000000000e+02,5.860000000000000000e+02
3.500000000000000000e+02,5.580000000000000000e+02
3.660000000000000000e+02,5.500000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
3.100000000000000000e+02,4.880000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
1.700000000000000000e+02,4.360000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00
1.540000000000000000e+02,4.680000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
1.700000000000000000e+02,5.020000000000000000e+02
1.560000000000000000e+02,5.000000000000000000e+02
1.860000000000000000e+02,5.080000000000000000e+02
1.840000000000000000e+02,5.000000000000000000e+02
2.080000000000000000e+02,4.720000000000000000e+02
2.300000000000000000e+02,4.960000000000000000e+02
2.200000000000000000e+02,5.140000000000000000e+02
2.460000000000000000e+02,5.680000000000000000e+02
2.480000000000000000e+02,5.440000000000000000e+02
2.640000000000000000e+02,5.080000000000000000e+02
2.620000000000000000e+02,5.060000000000000000e+02
2.640000000000000000e+02,4.720000000000000000e+02
2.480000000000000000e+02,4.360000000000000000e+02
2.720000000000000000e+02,4.360000000000000000e+02
2.320000000000000000e+02,4.340000000000000000e+02
2.240000000000000000e+02,4.340000000000000000e+02
2.180000000000000000e+02,4.240000000000000000e+02
2.060000000000000000e+02,4.220000000000000000e+02
1.880000000000000000e+02,4.100000000000000000e+02
1.960000000000000000e+02,3.980000000000000000e+02
1.860000000000000000e+02,3.760000000000000000e+02
1.960000000000000000e+02,3.720000000000000000e+02
1.800000000000000000e+02,3.720000000000000000e+02
1.760000000000000000e+02,3.460000000000000000e+02
2.060000000000000000e+02,3.440000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
2.240000000000000000e+02,3.180000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00
2.200000000000000000e+02,3.180000000000000000e+02
2.340000000000000000e+02,2.820000000000000000e+02
2.560000000000000000e+02,3.040000000000000000e+02
2.500000000000000000e+02,2.900000000000000000e+02
2.820000000000000000e+02,2.780000000000000000e+02
2.620000000000000000e+02,2.500000000000000000e+02
2.600000000000000000e+02,2.380000000000000000e+02
2.920000000000000000e+02,2.420000000000000000e+02
3.000000000000000000e+02,2.520000000000000000e+02
3.100000000000000000e+02,2.600000000000000000e+02
3.160000000000000000e+02,2.740000000000000000e+02
3.140000000000000000e+02,2.900000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
3.340000000000000000e+02,2.700000000000000000e+02
3.260000000000000000e+02,2.460000000000000000e+02
3.420000000000000000e+02,2.380000000000000000e+02
3.380000000000000000e+02,2.200000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
2.720000000000000000e+02,2.000000000000000000e+02
2.380000000000000000e+02,2.060000000000000000e+02
2.580000000000000000e+02,1.880000000000000000e+02
2.640000000000000000e+02,1.680000000000000000e+02
3.000000000000000000e+02,1.820000000000000000e+02
3.140000000000000000e+02,1.820000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
2.620000000000000000e+02,2.620000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
2.200000000000000000e+02,4.140000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
2.100000000000000000e+02,4.060000000000000000e+02
2.120000000000000000e+02,3.760000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00
1.880000000000000000e+02,3.640000000000000000e+02
2.020000000000000000e+02,4.320000000000000000e+02
1.800000000000000000e+02,4.240000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00
2.380000000000000000e+02,3.920000000000000000e+02
2.420000000000000000e+02,3.900000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
2.340000000000000000e+02,3.540000000000000000e+02
2.560000000000000000e+02,3.800000000000000000e+02
