2.000000000000000000e+02,2.810000000000000000e+02,6.235000000000000000e+02
2.100000000000000000e+02,2.680000000000000000e+02,6.300000000000000000e+02
1.800000000000000000e+02,2.790000000000000000e+02,6.045000000000000000e+02
1.850000000000000000e+02,3.110000000000000000e+02,5.760000000000000000e+02
2.390000000000000000e+02,2.750000000000000000e+02,5.170000000000000000e+02
1.620000000000000000e+02,2.560000000000000000e+02,5.505000000000000000e+02
1.080000000000000000e+02,2.820000000000000000e+02,4.420000000000000000e+02
1.260000000000000000e+02,3.400000000000000000e+02,4.360000000000000000e+02
1.020000000000000000e+02,2.880000000000000000e+02,3.820000000000000000e+02
1.500000000000000000e+02,2.180000000000000000e+02,3.110000000000000000e+02
1.720000000000000000e+02,3.080000000000000000e+02,3.520000000000000000e+02
2.120000000000000000e+02,4.330000000000000000e+02,3.690000000000000000e+02
2.740000000000000000e+02,4.380000000000000000e+02,3.570000000000000000e+02
3.260000000000000000e+02,4.040000000000000000e+02,3.560000000000000000e+02
2.780000000000000000e+02,3.940000000000000000e+02,4.086666666666666856e+02
3.540000000000000000e+02,3.780000000000000000e+02,3.820000000000000000e+02
4.290000000000000000e+02,1.860000000000000000e+02,4.380000000000000000e+02
4.160000000000000000e+02,3.510000000000000000e+02,3.470000000000000000e+02
4.130000000000000000e+02,3.220000000000000000e+02,3.810000000000000000e+02
3.790000000000000000e+02,1.310000000000000000e+02,3.613333333333333144e+02
3.580000000000000000e+02,1.440000000000000000e+02,3.173333333333333144e+02
1.960000000000000000e+02,1.120000000000000000e+02,4.120000000000000000e+02
3.270000000000000000e+02,1.340000000000000000e+02,4.110000000000000000e+02
1.240000000000000000e+02,1.740000000000000000e+02,4.393333333333333144e+02
1.440000000000000000e+02,2.150000000000000000e+02,4.935000000000000000e+02
1.670000000000000000e+02,3.020000000000000000e+02,5.425000000000000000e+02
2.000000000000000000e+02,2.960000000000000000e+02,4.820000000000000000e+02
2.720000000000000000e+02,3.160000000000000000e+02,5.505000000000000000e+02
2.840000000000000000e+02,3.610000000000000000e+02,4.410000000000000000e+02
2.820000000000000000e+02,2.670000000000000000e+02,4.290000000000000000e+02
3.680000000000000000e+02,3.030000000000000000e+02,4.085000000000000000e+02
4.800000000000000000e+02,3.750000000000000000e+02,4.820000000000000000e+02
2.880000000000000000e+02,2.080000000000000000e+02,4.930000000000000000e+02
3.390000000000000000e+02,2.110000000000000000e+02,5.105000000000000000e+02
3.940000000000000000e+02,4.800000000000000000e+02,4.540000000000000000e+02
3.870000000000000000e+02,4.800000000000000000e+02,4.600000000000000000e+02
3.530000000000000000e+02,6.600000000000000000e+01,4.360000000000000000e+02
3.390000000000000000e+02,8.600000000000000000e+01,4.670000000000000000e+02
1.410000000000000000e+02,1.500000000000000000e+02,4.460000000000000000e+02
3.400000000000000000e+02,1.380000000000000000e+02,3.630000000000000000e+02
1.420000000000000000e+02,2.120000000000000000e+02,3.746666666666666856e+02
1.160000000000000000e+02,2.400000000000000000e+02,3.750000000000000000e+02
1.560000000000000000e+02,2.380000000000000000e+02,3.130000000000000000e+02
2.060000000000000000e+02,3.320000000000000000e+02,3.386666666666666856e+02
2.640000000000000000e+02,3.990000000000000000e+02,3.110000000000000000e+02
2.920000000000000000e+02,2.370000000000000000e+02,3.365000000000000000e+02
3.300000000000000000e+02,3.900000000000000000e+02,3.986666666666666856e+02
